,announcement_id,type_source,estate_type,price,area,price_m2,room_count,meuble,postal_code,latitude,longitude,description,collected_date,data_source,type_owner
29959,slg_188897325,rentals,Appartement,590.0,22.692307692307693,26.0,1.0,False,33600,,,,2022-07-12,seloger,0
37396,slg_183432541,sales,Maison,315000.0,73.99577167019028,4257.0,4.0,True,91490,,,"Maison/Villa
Maison/Villa à vendre - 74 m² hab. - Véranda 18 m² - Garage 20 m² - Terrain 1 000 m² Jolie maison de plain-pied de 1992 très bien entretenue Bel agencement comprenant : entrée avec vestiaire, cuisine meublée, séjour salle-à-manger avec cheminée insert, véranda, dégagement, deux chambres confortables, salle d'eau à l'italienne, toilette, Jardin [...]",2022-03-14,seloger,0
48620,slg_185351267,sales,Appartement,158500.0,16.950058817238798,9351.0,1.0,True,75020,,,"Studio
Appartement à vendre - STUDIO- GAMBETTA 51 rue Villiers de l'ile Adam, à deux pas de la rue des Pyrénées, un studio en rdc de 16.95 m² carrez, composé d'une pièce à vivre, d'une cuisine équipée séparée ainsi qu'une salle d'eau avec cabine de douche, meuble vasque et WC. Bon état général Appartement en copropriété représentant 204/10000 éme. [...]",2022-05-05,seloger,0
24878,slg_186482463,sales,Appartement,210000.0,17.99948572897917,11667.000000000002,1.0,False,75020,,,"Studio
Appartement à vendre - Laforêt DAUMESNIL vous propose ce charmant studio rue de Bagnolet dans le 20ème arrdt. Idéalement situé, à deux pas des transports, écoles et commerces de bouche, cet appartement donnant sur une cour intérieure, très charmante et au calme est disposé d'une grande pièce à vivre, une cuisine ouverte et aménagée, une mezzanine [...]",2022-05-20,seloger,0
94177,slg_199491885,sales,Appartement,180000.0,25.0,7200.0,1.0,False,33600,,,"Studio
Appartement neuf à vendre - REF 71464 contact au 09 72 76 01 09 - Studio de 25m2 en étage exposé Sud composé d'une pièce de vie de 22m2 et d'une salle d'eau avec wc. ?Une adresse aux multiples atouts ~ Une proximité avec Bordeaux et l'Océan ~ Le tram au pied de la résidence ~ Des appartements et des services pensés pour se sentir comme chez [...]",2023-03-15,seloger,0
70435,slg_198835573,rentals,Appartement,890.0,30.6896551724138,29.0,2.0,False,33800,,,"Appartement
Location entre particulier Appartement - Résidence Victoria II, ayant son entrée au 15 rue Pierre Curie situé au dernier étage étage, , composé de séjour: séjour avec cuisine, salle d'eau-wc, penderie, chambre et loggia et Terrace de 30m2",2023-03-02,seloger,1
10994,slg_178944937,sales,Maison,375000.0,57.99566965666563,6466.0,4.0,False,92700,,,"Maison/Villa
Coeur des Vallées Très rare dans le secteur, petite maison en copropriété de sol. Elle offre un séjour, une cuisine séparée, deux chambres et un bureau, une salle de bains, wc et sous -sol total. A deux minutes des écoles, 3 minutes de la gare et des commerces Possibilité de profiter d'une petite terrasse Parking en location à proximité Pas de cha",2022-03-09,seloger,0
16849,slg_182313207,sales,Maison,661500.0,60.0,11025.0,3.0,False,92110,,,"Maison de ville
Maison/Villa à vendre - Clichy Entrée de Ville - Cité Jouffroy Renault Paris Attitude Vente vous propose en exclusivité une charmante maison atypique sur trois niveaux avec terrasse exposée Sud-Est au sein d'une impasse privée sécurisée complètement au calme, tout en étant à proximité des services, du Tribunal de Paris et à l'accès à la ligne 14 [...]",2022-03-31,seloger,0
3575,slg_182815617,rentals,Appartement,660.0,31.428571428571427,21.0,2.0,False,33000,,,"Appartement
BORDEAUX 660 € charges comprises Appartement T2 en très bon état . En résidence avec ascenseur. Comprenant un séjour, 1 chambre, une salle d'eau et un WC. Proche tramay et commerces. Nous contacter dl fd 210€",2022-02-24,seloger,0
42304,slg_181272303,sales,Maison,277000.0,70.00252716704574,3957.0,4.0,False,91580,,,"Maison/Villa
Maison/Villa à vendre - Maison d'habitation comprenant entrée, salon salle à manger avec accès terrasse, cuisine indépendante aménagée équipée, wc. A l'étage : deux belles chambres, possibilité trois, salle de bains avec wc. Garage indépendant. Jardin clos et arboré. Etat impeccable. A 5 mn d'Etréchy. A visiter sans tarder ! 277000 euros [...]",2022-03-30,seloger,0
88912,slg_195924421,rentals,Appartement,1238.0,35.371428571428574,35.0,1.0,True,75012,,,"Situé entre Nation et Bastille au coeur d'un quartier vivant, bel appartement rénové avec cuisine neuve semi-équipée. Ce vaste appartement de 35m² exposé SUD/OUEST, se compose d'une entrée avec placard, d'une pièce principale, d'une cuisine neuve ouverte meublée et semi-équipée d'une plaque de cuisson et d'une hotte (en cours d'installation), d'une salle de douche avec toilette. Parquet. Chauffage et eau chaude collectifs. Interphone. Gardien. Ce bien est accessible à la fibre optique. Possibilité parking simple s/sol 108.00 euros Photos de l'appartement Propriété d'un grand bailleur institutionnel. Résidence moderne avec ascenseur, entretenue et gérée par gardien, interphone, parking voiture. Ce bien se trouve dans une résidence calme offrant à ses étages les plus élevés, une vue dégagée sur Paris. Un gardien disponible sur place, est attentif à vos besoins. La résidence est équipée d'ascenseurs, d'un local vélo et dispose d'emplacements de parkings voitures et motos. Situé à deux pas du campus Saint-Antoine, entre Nation et Bastille, (proche de la Place de la Nation), profitez d'un quartier dynamique avec ses nombreux restaurants, cinémas, bars et salles de sport. A 3 minutes, la ligne de métro 8 (station Faidherbe Chaligny) et les lignes 1,2,6,9 et RER A (Place de la Nation), vous permettent de vous déplacer dans Paris. Zone soumise à encadrement des loyers : Loyer de base : 1095,50 euros HC, soit 31.30 euros/m² Loyer de référence majoré (loyer de base à ne pas dépasser) : 1095.50 euros HC, soit 31,30 euros/m² Complément de loyer : 44,50 euros Honoraires à la charge du locataire (prix maximum) : 525 euros TTC, dont 105 euros pour l'état des lieux",2022-12-27,seloger,0
89075,slg_196014781,rentals,Appartement,560.0,18.06451612903226,31.0,1.0,True,33000,,,"Studio
Location Appartement - Quartier ST GÊNES .Studio entièrement meublé et équipé en résidence étudiante avec laverie,salle de sport avec séjour , kitchenette équipée , salle d eau , à deux pas du tramway B et de toutes commodités.GARDIEN 24H/24 490 €+70 € charges de copropriétés incluses. Références exigées !. Réf. annonce : 2357529121835",2022-12-30,seloger,0
74489,slg_185750391,sales,Appartement,355000.0,77.00650759219089,4610.0,3.0,False,33130,,,"iad France - Valérie Marmier vous propose : A 6km de Bordeaux, situé sur la commune recherchée de Bègles, dans une résidence à taille humaine, appartement neuf, situé au 1er étage, exposition Sud-Ouest, composé d'une entrée, d'un placard, d'un séjour/cuisine, deux chambres de 13,5 et 11 M2 environ et d'un balcon de 8,7 m2 environ. Chaque appartement bénéficie d'un place de parking intérieure. Actabilité prévisionnelle : 30 septembre 2022 Livraison prévisionnelle : 30 Mai 2024 Dispositif : Pinel, PTZ+ Honoraires d'agence à la charge du vendeur. Bien non soumis au DPE. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mlle Valérie Marmier EI (ID 56332), mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de BORDEAUX sous le numéro 895157881, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",2023-04-05,seloger,0
24071,slg_186127721,rentals,Appartement,640.0,22.857142857142858,28.0,1.0,True,33200,,,"Studio
Location Appartement - STUDIO ÉQUIPÉ - NON MEUBLÉ - REFAIT A NEUF CENTURY 21 PEY BERLAND vous propose en exclusivité, à la location, ce beau studio situé au 2ème étage d'un immeuble ancien, totalement rénové. Petite copropriété de 3 lots. Il se compose d'un petit escalier avec palier, d'une cuisine indépendante ÉQUIPÉE (plaques de cuissons, [...]",2022-05-12,seloger,0
1818,slg_181776229,rentals,Appartement,550.0,45.833333333333336,12.0,2.0,False,33700,,,"Appartement
MÉRIGNAC Quartier du BURCK .En résidence , appartement T2 de 45m² , situé en étage, avec séjour , cuisine, 1 chambre , salle d'eau , parking non privatif, a deux pas de toutes commodités. 550 € ( eau et chauffage inclus). Disponible de suite. Référence exigées. Réf. annonce : 2324428011727",2022-01-29,seloger,0
67494,slg_197825669,rentals,Appartement,610.0,32.10526315789474,19.0,1.0,False,33700,,,"Studio
Location Appartement - Proche ST AUGUSTIN / CHU , rue Émile Combes.En résidence sécurisée , appartement T1 de 32m² situé en étage avec séjour , cuisine équipée , salle d 'eau, 1 place de parking , a deux pas de toutes commodités. 551 € + 59 € Référence exigées . Réf. annonce : 2361708021438",2023-02-09,seloger,0
45247,slg_183980855,sales,Appartement,320000.0,40.99935938500961,7804.999999999999,2.0,False,92350,,,"Appartement
Appartement à vendre - Au 3ème étage d'une résidence de standing 'Le Plessis Capitales', bâtiment ' Bruxelles', très beau 2 pièces de 41 m² avec vue sur la rivière. A proximité du futur tramway T10, du Parc des Sports, du marché du Plessis Robinson, et des commerces du centre ville (environ 5-6 min à pied) l'appartement offre une entrée, une [...]",2022-04-15,seloger,0
69366,slg_189936637,sales,Appartement,270000.0,45.0,6000.0,2.0,False,33520,,,"** Opportunité T2 Confortable ** Magnifique T2 à saisir dans secteur prisé ! Dans un quartier résidentiel du Bouscat, découvrez ce programme moderne sécurisé et intimiste de seulement quelques lots. Ce T2 vous offre une proximité à toutes commodités et transports (tram, bus, hôpital, transports, écoles, commerces…). Vous y trouverez un séjour lumineux ainsi qu'une belle chambre spacieuse avec placard et autres rangements. Pour compléter ce bien, trouvez un espace extérieur ainsi qu'une place de parking privative. Photos non contractuelles - exemples d'aménagements | logement basse consommation | Normes RT 2012 | Accès PMR Pour plus d'informations contactez Morgane Détienne 0686497950",2022-08-09,seloger,0
61398,slg_193324535,sales,Appartement,214000.0,51.3558915286777,4167.0,2.0,False,33000,,,"Immobilier Bordeaux Bergonié Exclusivité Square Box L'agence Square Habitat Bordeaux est heureuse de vous présenter ce grand et charmant T2 idéalement situé, à proximité des commerces et trams B arrêt Bergonié. Il se compose d'une entrée avec placard, d'une pièce de vie lumineuse donnant sur un balcon-terrasse, une cuisine aménagée et équipée, d'une grande chambre, d'une salle de bain et d'un WC séparé. Une place de parking complète ce bien. L'appartement est vendu loué. A visiter sans tarder, idéal pour un investissement locatif.",2023-01-11,seloger,0
15483,slg_183748005,sales,Appartement,385000.0,40.10834461923117,9599.0,2.0,False,92100,,,"Appartement
Appartement à vendre - Proche du métro Marcel Sembat, Le Cabinet BR Immobilier vous propose au sein d'une BELLE copropriété des années 1930 un MAGNIFIQUE apppartement refait à neuf de 40,11m2 exposé SUD OUEST avec une vue SPLENDIDE et complètement dégagée. Il se compose d'un séjour avec une chambre; les deux donnant sur une belle vue sur [...]",2022-03-18,seloger,0
24472,slg_186282993,rentals,Appartement,580.0,38.66666666666666,15.000000000000002,2.0,False,33000,,,"Appartement
Location Appartement - Proche Barrière de TOULOUSE. Appartement Type 2 de 38m² clair et lumineux avec 1 terrasse privative ,séjour , coin cuisine équipée ,1 chambre , salle d'eau , 1 place de parking , a deux pas de toutes commodités , accès rapide au domaine universitaire et a la rocade. 580 € HC Référence exigées. Réf. annonce : 2335714051535",2022-05-16,seloger,0
79868,slg_192494841,sales,Appartement,410000.0,38.99933415770951,10513.0,2.0,False,75012,,,"!! Investissement locatif • vendu loué !! Type : Appartement (1 chambres) Surface carrez : 39.54m² Type de location : un seul bail Type de bail : bail vide Paiement loyer : À jour Analyse financière (frais de notaire inclus) - Rentabilité brute : 3.47% - Rentabilité nette : 2.68% - TRI (5 ans) : 11.79% (avec 20% d'apport) ~ Analysé et certifié par des experts de l'immobilier ~ Locataire vérifié >> Plus de détails ou faire une offre : consultez le site web de Trackstone (Ref: BR5BDR7P861-5) -- Trackstone est la première plateforme de vente de biens immobiliers vendus occupés/loués • consultez toutes les opportunités, simulez votre investissement et faites vos offres directement sur le site web de Trackstone",2022-10-11,seloger,0
10723,slg_181457819,sales,Appartement,399000.0,73.95736793327154,5395.000000000001,4.0,False,92340,,,"Appartement
EXCLUSIVITÉ - Dans la résidence calme et arborée du Petit Chambord, proche d'une crèche, des écoles, d'un supermarché, à 1 km du RER Bourg la Reine. Au 4ème et dernier étage (sans ascenseur), lumineux appartement traversant de 4 pièces principales, composé comme suit : entrée, double séjour sur balcon (exposition Sud / Sud-Ouest) offrant vue dégag",2022-03-09,seloger,0
25253,slg_186640337,sales,Appartement,435000.0,47.07792207792208,9240.0,2.0,False,75012,,,"Appartement
Appartement à vendre - M°LIBERTE (ligne8), Parfaitement localisé au pied du métro, des commerces, et du Bois de Vincennes, ce bel appartement de type 2 pièces de 47m² situé en étage élevé se compose ainsi : entrée avec placard, beau séjour de 21m², cuisine indépendante, chambre, salle d'eau, WC séparés. Parking et cave en sous-sol complètent ce [...]",2022-05-24,seloger,0
6144,slg_183293145,sales,Appartement,315000.0,30.0,10500.0,2.0,False,75018,,,"Appartement
Le cabinet Maurice Burger, vous propose ce bel appartement de 2 pièces et 30 m2. Située à quelques pas de la rue des Abbesses et du métro 'Abbesses' (ligne 12). Il se compose : d'une entrée donnant sur un séjour avec cuisine ouverte, une chambre, et une salle de bain avec WC. Une cave en sous-sol complète ce bien. Vous serez séduit par le cha",2022-03-09,seloger,0
95153,slg_200676777,sales,Appartement,214750.0,18.99938069539061,11302.999999999998,1.0,False,75013,,,"Situé en plein cœur de la Butte aux Cailles, FONCIA vous propose un beau studio lumineux de 18,50 m2 entièrement rénové comprenant: une cuisine aménagée, pièce principale avec mezzanine, salle d'eau avec wc, rangements. Double vitrage. Belle hauteur sous plafond.",2023-04-06,seloger,0
71826,slg_199895753,sales,Appartement,149800.0,23.99871835950016,6242.0,1.0,True,33000,,,"Studio
Appartement à vendre - Dans un immeuble en pierre au coeur de St Michel vous trouverez cet appartement type Studio de 24m2 en rdc, proche de toute commodités, de la fléche, et du marché des capucins. Idéal étudiants et investisseurs.",2023-03-27,seloger,0
